Winner_Rank,Winner_Sets_Won,Winner_Games_Won,Winner_Aces,Winner_DoubleFaults,Winner_FirstServes_Won,Winner_FirstServes_In,Winner_SecondServes_Won,Winner_SecondServes_In,Winner_BreakPoints_Won,Winner_BreakPoints,Winner_ReturnPoints_Won,Winner_ReturnPoints_Faced,Winner_TotalPoints_Won,Loser_Rank,Loser_Sets_Won,Loser_Games_Won,Loser_Aces,Loser_DoubleFaults,Loser_FirstServes_Won,Loser_FirstServes_In,Loser_SecondServes_Won,Loser_SecondServes_In,Loser_BreakPoints_Won,Loser_BreakPoints,Loser_ReturnPoints_Won,Loser_ReturnPoints_Faced,Loser_TotalPoints_Won,Player1Wins
13,1.246305419,11.39901478,4.142857143,4.911330049,29.01970443,42.97044335,13.79802956,31.14778325,3.694581281,8.477832512,31.65024631,73.44334975,74.4679803,167,1.333333333,12,1.666666667,4.333333333,25.33333333,41.33333333,15.66666667,30,4,6,26.66666667,59.66666667,67.66666667,0
47,1.208,11.336,5.24,3.448,28.4,41.224,14.232,29.896,3.24,7.72,29.44,71.4,72.072,87,1,9.777777778,0.805555556,1.833333333,26.58333333,46.05555556,9.111111111,20.25,3.916666667,8.916666667,31.75,69.52777778,67.44444444,0
81,1.142857143,11.14285714,0.857142857,2,30.28571429,53.57142857,12.14285714,25.57142857,3.857142857,9.714285714,34,76.57142857,76.42857143,98,1.333333333,11.66666667,1.333333333,3,36.33333333,61.33333333,11,23,4,7.666666667,31.66666667,67.33333333,79,0
130,0.952380952,9.19047619,1.19047619,2.142857143,27.28571429,46.61904762,8.238095238,19.23809524,3.619047619,7.285714286,26.76190476,60.66666667,62.28571429,120,0.869565217,8.304347826,0.5,1.913043478,19.39130435,34.91304348,11.2173913,25.73913043,3.695652174,7.304347826,25.65217391,55.95652174,56.26086957,1
68,1.195767196,10.96825397,3.380952381,3.708994709,27.39153439,41.92592593,12.95767196,27.1005291,3.502645503,7.682539683,29.61375661,69.40740741,69.98941799,117,0.914285714,9.614285714,1.1,3.785714286,24.45714286,40.1,12.44285714,28.48571429,3.5,7.871428571,29.41428571,68.54285714,66.38571429,1
46,1.2,11.28333333,1.491525424,5.4,29.16111111,46.96666667,11.65,27.68333333,4.438888889,9.288888889,33.94444444,73.72222222,74.75555556,74,1.133333333,11.53333333,3.773109244,3.891666667,29.86666667,46.325,14.8,32.85833333,3.983333333,8.391666667,32.84166667,75.75,77.50833333,1
89,1.035087719,9.736842105,1.071428571,2.228070175,25.85964912,42.77192982,9.631578947,21.31578947,3.596491228,7.789473684,29.38596491,66.43859649,64.87719298,160,0.75,9.166666667,0.916666667,2.416666667,27.58333333,49.41666667,9.166666667,20.91666667,3.416666667,8.583333333,30.41666667,69.58333333,67.16666667,1
158,1,11.14285714,1.071428571,4.642857143,28.85714286,50.92857143,11.5,28.14285714,4.642857143,9.857142857,36.14285714,80.64285714,76.5,18,1.301282051,11.10897436,2.455128205,2.384615385,26.40384615,41.01923077,13.22435897,28.47435897,3.987179487,8.16025641,31.03846154,69.33974359,70.69871795,0
168,1.166666667,9.833333333,1,2.666666667,25,42.5,11.83333333,24.16666667,3.5,6.333333333,29.16666667,67,66,38,1.039215686,10.35294118,2.588235294,2.490196078,24.25490196,37.56862745,14.41176471,31.7254902,3.725490196,7.725490196,30.35294118,68.74509804,69.01960784,1
126,1.127272727,11.59090909,3.779816514,3.954545455,30.07272727,46.70909091,14.86363636,33.24545455,4.045454545,8.490909091,33.10909091,76.23636364,78.04545455,35,1.198198198,10.83783784,1.567567568,4.612612613,27.52252252,45.22522523,11,24.36036036,4.171171171,8.738738739,31.40540541,68.51351351,69.92792793,1
104,1.256410256,11.82051282,2.358974359,5.846153846,27.07692308,40.58974359,14.25641026,30.94871795,4.102564103,8.794871795,33.51282051,75.07692308,75.02564103,92,0.905882353,9.505882353,1.094117647,4.035294118,27.23529412,46.23529412,9.717647059,23.42352941,3.635294118,7.764705882,29.12941176,66.97647059,66.08235294,1
93,1.322115385,11.36538462,0.107843137,1.396135266,32.90384615,60.42788462,5.610576923,12.98557692,5.264423077,10.26442308,36.17307692,73.38942308,74.6875,2,1.509025271,12.10108303,2.4,2.252707581,30.40794224,46.72202166,10.46570397,22.18050542,4.436823105,8.78700361,32.02166065,68.30685921,72.96028881,0
54,0,6,7,5,18,31,7,26,3,5,23,56,48,45,2,12,1,5,21,32,12,24,6,11,32,57,65,0
28,1.504132231,11.68181818,2.446280992,1.466942149,27.56198347,42.2231405,11.16942149,23.66528926,4.491735537,8.855371901,31.61983471,66.02892562,70.35123967,71,1.090909091,10.36363636,1.909090909,3.757575758,29.93939394,46.6969697,10.60606061,24.09090909,3.03030303,7.909090909,29.51515152,71.39393939,70.06060606,1
45,1.127272727,10.54545455,2,3.290909091,27.90909091,46.43636364,10.88181818,23.17272727,3.790909091,8.354545455,31.12727273,70.76363636,69.91818182,128,0.894736842,8.842105263,0.555555556,1.368421053,23.68421053,43.26315789,8.631578947,19.26315789,3.631578947,8.315789474,28.26315789,63.68421053,60.57894737,1
23,1.081395349,10.59302326,2.930232558,4.046511628,26.38372093,41.5,13.15116279,28.96511628,3.837209302,8.593023256,31.87209302,71.86046512,71.40697674,83,1.01754386,10.21052632,1.98245614,3.526315789,24.57894737,40.15789474,13.14035088,29.0877193,3.859649123,8.561403509,30.21052632,68.35087719,67.92982456,0
37,1.33,11.145,2.477386935,2.48989899,28.455,44.225,11.375,23.92,3.805,8.245,30.345,69.465,70.2,16,1.243697479,10.84033613,2.420168067,2.428571429,25.92436975,40.49579832,13.1512605,28.63865546,3.899159664,7.949579832,30.31932773,68.30252101,69.43697479,1
83,0.880952381,8.738095238,0.928571429,1.952380952,23.5952381,42.14285714,10.14285714,22.0952381,3.333333333,7.047619048,28.11904762,64.21428571,61.85714286,47,1.205882353,11.38235294,4.272727273,3.382352941,31.05882353,46.79411765,12.08823529,26.35294118,3.5,8.794117647,31.79411765,75.73529412,74.94117647,0
102,1.333333333,11.42372881,0.115606936,1.352272727,33.28813559,61.18079096,5.627118644,12.90960452,5.271186441,10.25988701,36.07909605,73.20338983,74.99435028,33,1.027027027,10.07207207,1.363636364,2.090909091,27.23423423,46.55855856,10.43243243,23.06306306,3.765765766,7.486486486,30.36036036,68.1981982,68.02702703,0
3,1.446428571,12.02678571,7.267857143,2.897321429,30.02232143,41.54464286,13.65625,29.67410714,3.665178571,8.147321429,31.26785714,73.29910714,74.94642857,42,1.19,10.84,1.65,4.81,27.53,45.08,11.06,24.81,4.17,8.83,31.56,69.01,70.15,1
56,0.857142857,11.14285714,2.571428571,3.428571429,34,54.28571429,12.71428571,27.28571429,2.857142857,8.857142857,32,78.85714286,78.71428571,59,1.692913386,12.80314961,4.248,5.519685039,29.69291339,42.59055118,13.28346457,28.17322835,4.68503937,9.897637795,34.5511811,72.45669291,77.52755906,0
23,1.348837209,11.65116279,4.511627907,3.093023256,28.75581395,42.1744186,13.6627907,26.88372093,3.476744186,7.511627907,30.12790698,70.47674419,72.54651163,100,1.095238095,10.13095238,1.214285714,4.738095238,23.28571429,38.96428571,12.75,30.27380952,4.345238095,9.714285714,33.23809524,71.79761905,69.27380952,1
45,1.17721519,10.81012658,1.898734177,2.860759494,28.16455696,46.6835443,10.83544304,22.97468354,3.886075949,8.696202532,31.34177215,71.25316456,70.34177215,65,0.944444444,9.138888889,0.944444444,1.916666667,24.80555556,44.36111111,10.47222222,22.52777778,3.472222222,7.194444444,29.27777778,66.5,64.55555556,1
87,0.8,9.1,1.4,2.7,26.4,42.6,12.1,27.5,2.5,6.1,27.8,69.7,66.3,121,0.6,9,2,4.8,24.4,40.6,9.8,25.4,3.2,8.2,31.6,73,65.8,1
40,1.226415094,10.88679245,1.490566038,4.320754717,25.09433962,42.0754717,13.11320755,30,4.679245283,10.39622642,35.20754717,74.86792453,73.41509434,118,0.666666667,10.33333333,1.833333333,5.833333333,29,49.16666667,11.33333333,29.66666667,4,9.333333333,35.66666667,80,76,1
47,0.973214286,9.464285714,2.008928571,2.223214286,24.20535714,39.94642857,11.6875,24.77678571,3.267857143,7.633928571,27.91071429,65.05357143,63.8125,118,1,9.888888889,4.888888889,1.888888889,24.66666667,36.44444444,13.11111111,26.22222222,2.666666667,6.333333333,27,68,64.77777778,0
30,1.156862745,11,4.421568627,4.901960784,28.11764706,41.26470588,13.66666667,31.41176471,3.460784314,8.156862745,30.10784314,71.62745098,71.89215686,34,1.2,11.34,1.76,5.02,29.06,47.24,12.14,26.84,4.2,9.58,33.12,73.42,74.32,1
90,1.109589041,10.80821918,3.232876712,2.794520548,27.78082192,43.36986301,14.15068493,30.73972603,3.369863014,7.657534247,30.17808219,73.23287671,72.10958904,46,1.164383562,10.89041096,1.904109589,2.849315068,28.47945205,47.32876712,10.82191781,22.90410959,3.917808219,8.904109589,31.80821918,72.21917808,71.10958904,0
44,1.066666667,10.63333333,2.766666667,3.966666667,30.13333333,46.4,10.33333333,24.13333333,3.433333333,8.433333333,30.36666667,70.56666667,70.83333333,30,1.3125,11.125,1.53125,2.78125,25.625,40.90625,14.4375,29.4375,3.96875,8.625,30.5,69.78125,70.5625,1
12,1.38028169,11.04225352,0.117647059,1.228571429,31.14084507,55.56338028,5.774647887,12.74647887,4.901408451,9.774647887,34.22535211,69.85915493,71.14084507,90,0.833333333,10.5,5.111111111,3.277777778,29.38888889,45.38888889,12.27777778,28.11111111,3.111111111,8.833333333,31,76.77777778,72.66666667,1
101,1.181818182,11,4.5,1.954545455,26.81818182,40.59090909,15.04545455,32.36363636,3.590909091,7.954545455,31.54545455,74.27272727,73.40909091,6,1.606896552,12.08965517,2.234482759,3.055555556,26.8,41.69655172,11.53793103,23.77931034,4.862068966,9.586206897,33.63448276,69.26896552,71.97241379,0
14,1.358974359,11.35897436,1.602564103,2.961538462,27.96794872,46.5,10.97435897,23.13461538,4.525641026,9.358974359,33.81410256,72.59615385,72.78846154,74,1.203539823,12.05309735,9.017699115,3.902654867,32.05309735,44.69911504,15.15044248,33.43362832,3.079646018,7.504424779,31.01769912,79.22123894,78.22123894,1
133,1.166666667,9.916666667,1.25,3.25,24.58333333,39.66666667,11.5,25.5,3.416666667,7,29.25,69,65.33333333,106,0.911764706,9.029411765,0.59375,2.088235294,22.47058824,39.64705882,11.29411765,26.23529412,3.705882353,7.382352941,28.20588235,63.58823529,61.97058824,0
30,1.221428571,10.90714286,2.251798561,2.442857143,28.25,44.76428571,12.12857143,25.87142857,3.707142857,8.164285714,30.39285714,69.92142857,70.77142857,72,1.166666667,10.75,2.321428571,1.833333333,26.11904762,41.5952381,12.75,28.69047619,3.964285714,8.404761905,31.54761905,70.36904762,70.41666667,1
700,1.695238095,12.67619048,4.029126214,5.495238095,29.40952381,42.24761905,12.9047619,27.15238095,4.666666667,9.666666667,34.2,71.31428571,76.51428571,36,1.1625,10.75,2.2375,1.9875,26.26875,41.75,13.56875,29.3875,3.8,8.4,31.3875,71.1375,71.225,1
66,1.086956522,10.39130435,3.173913043,3.869565217,28.30434783,43.60869565,12,28.17391304,3.304347826,7.086956522,28.65217391,68.34782609,68.95652174,58,0.957894737,10.15789474,3.652631579,5.368421053,25.64210526,38.96842105,14.29473684,33.69473684,3.368421053,7.136842105,29.23157895,70.75789474,69.16842105,0
82,1.022556391,10.18045113,1.204545455,2.466165414,26.90225564,44.58646617,11.01503759,24.34586466,3.736842105,8.203007519,30.37593985,69.18796992,68.33834586,133,1.333333333,10.66666667,4.5,7,28,40.16666667,14.83333333,33.5,3.166666667,6.333333333,24.5,61,68.66666667,1
11,1.479166667,11.90625,1.652631579,2.666666667,31.1875,49.67708333,11.08333333,24.03125,4.447916667,9.5625,35.14583333,75.78125,77.41666667,112,0.958333333,9.958333333,1.791666667,2.416666667,28,45.83333333,12.125,28.79166667,3.375,7.25,31.20833333,72.375,71.33333333,1
33,1.292035398,11.85840708,1.567567568,5.442477876,29.87610619,47.89380531,12.11504425,28.27433628,4.752212389,9.646017699,34.96460177,74.81415929,76.95575221,84,0.928571429,10.11904762,2.192771084,4.25,28.16666667,45.6547619,11.60714286,28.46428571,3.642857143,8.226190476,30.86904762,71.79761905,70.64285714,1
12,1.373333333,11.08,0.111111111,1.283783784,31.30666667,56.17333333,5.813333333,12.8,4.946666667,9.853333333,34.38666667,70.18666667,71.50666667,30,1.283018868,11.56603774,5.641509434,6.301886792,28.45283019,42.73584906,13.66037736,32.81132075,4.283018868,9.20754717,33.33962264,73.88679245,75.45283019,0
75,0.888888889,9.296296296,2,4.481481481,24.40740741,40.14814815,13.59259259,31.74074074,3.407407407,7.148148148,27.92592593,66.18518519,65.92592593,57,1.037735849,11.49056604,2.037735849,4.867924528,31.94339623,51.09433962,11.67924528,28.11320755,4.075471698,8.41509434,32.94339623,76.20754717,76.56603774,1
1,1.863636364,12.63636364,7.988636364,3.420454545,27.05681818,36.22727273,12.97727273,25.75,4.431818182,8.715909091,31.375,65.45454545,71.40909091,113,0,5.666666667,3,2.666666667,22,37,8.666666667,24,1.666666667,6.333333333,21,59,51.66666667,1
40,1.037735849,10.35849057,2.547169811,2.41509434,24.05660377,37.54716981,14.39622642,31.28301887,3.754716981,7.716981132,30.30188679,68.35849057,68.75471698,48,1.225806452,11.48387097,5.096774194,4.161290323,30.51612903,45.41935484,13.96774194,31.74193548,3.612903226,9.225806452,33.16129032,79.09677419,77.64516129,1
6,1.25,11,6,3.75,27.5,40.25,10.5,23.5,3.75,11.75,30.5,67.5,68.5,88,2,13,4,6,26,36,20,39,5,16,46,97,92,0
257,1,11,0,15,20,37,12,36,6,8,32,76,64,217,1.333333333,14,1.666666667,1,36.33333333,61.66666667,17.33333333,31.66666667,4.666666667,9.666666667,38.66666667,87.33333333,92.33333333,0
83,1.035714286,9.857142857,1.107142857,2.607142857,24.92857143,39.78571429,10.42857143,24.42857143,3.678571429,7.821428571,29.89285714,67.14285714,65.25,117,0.733333333,9.533333333,0.933333333,1.933333333,29.93333333,52.93333333,8.333333333,19.46666667,3.6,6.333333333,29.86666667,68.46666667,68.13333333,1
33,1.333333333,12.11111111,2.388888889,4.388888889,29.77777778,49.11111111,14.22222222,30.55555556,4.611111111,9.333333333,36.55555556,80.33333333,80.55555556,38,1.181818182,11.36363636,2.409090909,3.909090909,30,47.5,12.27272727,28.54545455,3.954545455,8.954545455,33.31818182,75.90909091,75.59090909,1
36,1.4,11.46666667,2.417910448,2.180451128,28.92592593,44.86666667,11.85185185,24.17037037,3.881481481,8.355555556,30.97037037,70.17777778,71.74814815,29,1.34939759,11.39156627,0.111111111,1.303030303,33.22891566,60.90361446,5.36746988,12.31325301,5.259036145,10.25301205,35.77710843,72.26506024,74.37349398,1
8,1.52173913,11.80434783,2.782608696,3.043478261,27.26086957,41.39130435,13.15217391,28.56521739,4.347826087,8.739130435,32.15217391,69.45652174,72.56521739,35,1,10.67567568,2.277777778,4.297297297,28.7027027,46.43243243,12.24324324,28.67567568,3.783783784,8.891891892,31.86486486,74.37837838,72.81081081,1
18,1.454545455,11.81818182,3.090909091,3.454545455,26.09090909,39.63636364,13.45454545,30,4.636363636,8.681818182,33.09090909,70.13636364,72.63636364,29,1.416666667,12.08333333,2.916666667,2.083333333,28.66666667,42,11.83333333,25.33333333,4.333333333,9.833333333,32.25,72,72.75,0
60,1.8,14,2,3.8,30.2,45.8,11.6,27.4,6,9.6,37.4,74.2,79.2,35,0.666666667,8.666666667,1,4.333333333,22.66666667,42.66666667,11.33333333,24.33333333,3.666666667,7,27,61.66666667,61,1
48,1.259259259,11.55555556,2.740740741,3.666666667,29.33333333,45.92592593,13.44444444,30.07407407,4.111111111,9.037037037,34.33333333,77.66666667,77.11111111,94,1,10.5,0.611111111,5.277777778,25.5,45.38888889,10.55555556,25.77777778,5.222222222,10.38888889,35.77777778,71.5,71.83333333,0
1,1.864864865,12.51351351,8.081081081,3.378378378,26.43243243,35.12162162,12.75675676,25.09459459,4.391891892,8.77027027,31.06756757,64.66216216,70.25675676,12,1.510416667,11.76041667,0.831578947,1.968421053,30.54166667,50.67708333,10.23958333,21.57291667,4.677083333,9.604166667,34.3125,73.10416667,75.09375,1
104,1.166666667,11.16666667,3.166666667,2.333333333,22.5,31.66666667,13,25,3.666666667,7.333333333,28.33333333,64.66666667,63.83333333,81,1,10.375,2.25,3.25,26.75,44.25,11,24.75,4,6.75,30.125,67.25,67.875,1
37,1.111111111,11,2.555555556,3.222222222,30.55555556,50,10.11111111,22.33333333,3.777777778,8.111111111,33.22222222,76,73.88888889,71,0.666666667,8.166666667,0.5,6.166666667,20.83333333,38.33333333,10.66666667,25.83333333,3.5,7.166666667,30.16666667,65,61.66666667,1
86,0.980392157,10.29411765,3.196078431,3.823529412,27.41176471,41.64705882,12.31372549,27.35294118,3.117647059,7.823529412,29.2745098,70.33333333,69,95,1,9.652173913,1.130434783,2.826086957,23.95652174,41.56521739,11.47826087,24.52173913,3.565217391,7.47826087,29.82608696,68.34782609,65.26086957,0
13,1.451612903,11.41935484,2.440860215,1.311827957,26.90322581,41.95698925,10.8172043,22.56989247,4.462365591,8.591397849,30.91397849,63.8172043,68.6344086,44,1.192982456,10.50877193,2.596491228,1.754385965,25.43859649,39.94736842,12.15789474,28.35087719,3.929824561,8.157894737,30.50877193,67.80701754,68.10526316,1
274,0.666666667,7.666666667,0.666666667,6.5,21.33333333,38,11.83333333,30.66666667,3.166666667,6.5,26.66666667,62.33333333,59.83333333,42,1.240963855,12.30120482,9.385542169,3.891566265,32.19277108,44.84337349,15.5060241,33.56626506,3.13253012,7.602409639,31.09638554,79.81927711,78.79518072,1
90,0.924050633,10.18987342,2.192307692,4.379746835,28.26582278,45.91139241,11.75949367,28.7721519,3.696202532,8.253164557,31.05063291,71.87341772,71.07594937,167,0.733333333,9.4,1.8,4.133333333,22.66666667,37.53333333,13.13333333,31.4,3.6,8.4,32.2,74.33333333,68,1
48,1.153846154,10.6,2.138461538,2.446153846,29.24615385,48.24615385,10.84615385,23.78461538,3.569230769,8,30.96923077,72.32307692,71.09230769,123,1.133333333,11.4,2.466666667,4,27.06666667,42.2,11.06666667,23.86666667,4,9.666666667,34.2,78.6,72.33333333,1
9,1.310810811,11.43243243,5.896396396,3.36036036,28.60810811,40.3963964,14.39189189,29.84234234,3.243243243,7.576576577,29.24324324,70.87387387,72.27027027,29,1.408510638,11.88559322,0.911016949,3.639830508,30.59322034,49.59745763,11.53813559,24.97033898,4.470338983,9.495762712,33.49152542,73.09745763,75.63983051,1
13,1.32183908,11.20114943,2.459770115,2.350574713,26.44827586,41.2183908,13.29885057,28.35057471,4.028735632,8.218390805,31.37931034,69.95402299,71.15517241,192,1.376623377,11.48051948,1.552631579,2.681818182,28.46103896,46.21428571,11.11038961,23.5974026,4.435064935,9.5,34.01298701,72.90909091,73.58441558,0
34,1.275510204,11.32653061,1.270833333,2.75257732,29.16326531,49.34693878,9.326530612,21.71428571,4.806122449,9.734693878,34.24489796,72.24489796,72.73469388,109,0.945945946,10.54054054,2.972972973,3.648648649,27.10810811,42.10810811,15.10810811,32.13513514,3.027027027,7.756756757,31.08108108,76.86486486,73.2972973,0
26,1.487179487,11.69230769,1.657894737,2.692307692,28.07692308,45.94871795,11.53846154,24.41025641,4.58974359,9.846153846,35.28205128,73.8974359,74.8974359,29,1.305555556,11.05555556,2.085714286,2.791666667,28.72222222,45.18055556,11.52777778,26.36111111,3.972222222,8.263888889,31.5,70.86111111,71.75,1
10,1.508928571,11.66517857,2.477678571,1.433035714,27.5,42.15178571,11.04464286,23.375,4.508928571,8.776785714,31.43303571,65.33482143,69.97767857,20,1.267123288,11.0890411,6.589041096,4.157534247,26.55479452,36.45890411,15.15068493,30.98630137,2.924657534,7.294520548,29.00684932,71.55479452,70.71232877,1
37,1.348684211,11.22368421,2.410596026,2.286666667,28.30263158,44.07236842,11.56578947,23.85526316,3.842105263,8.144736842,30.24342105,68.63815789,70.11184211,113,0.96969697,9.909090909,2.03030303,3.696969697,24.96969697,40.39393939,14.63636364,31.39393939,3.363636364,7.181818182,29.33333333,69.24242424,68.93939394,1
72,1.068965517,10.62068966,4.379310345,1.931034483,26.82758621,41.13793103,12.93103448,30.62068966,3.551724138,8.206896552,31.82758621,74.68965517,71.5862069,40,1.064516129,10.77419355,2.4,4.096774194,29.03225806,47.29032258,11.77419355,27.58064516,3.903225806,9,32.19354839,74.06451613,73,0
41,1.211009174,11.25688073,4.100917431,3.963302752,30.12844037,46.11926606,13.74311927,29.40366972,3.376146789,8.449541284,30.94495413,74.02752294,74.81651376,62,1.11627907,10.52325581,2.453488372,3.546511628,26.8255814,42.61627907,12.52325581,28.69767442,3.802325581,8.569767442,31.1744186,71.34883721,70.52325581,0
68,0.963302752,9.449541284,1.04587156,2,25.27522936,44.93577982,10.68807339,23.34862385,3.651376147,7.788990826,29.55045872,67.14678899,65.51376147,38,1.058823529,9.882352941,2.235294118,3.088235294,23.61764706,39.35294118,13.44117647,28.82352941,3.558823529,7.705882353,29,67.5,66.05882353,1
138,0.538461538,8,2.153846154,4.615384615,21.84615385,35.07692308,12,28.46153846,2.307692308,7.076923077,25.84615385,67.53846154,59.84615385,123,1.5,11,2.5,5.5,28.5,45,11,30,5,10.5,32,67,72.5,0
29,2,12.33333333,4.666666667,2.333333333,18.33333333,22,15.66666667,29,4.666666667,12.66666667,33.66666667,65.33333333,67.66666667,39,1,10.16666667,2,4.666666667,29.16666667,48.83333333,12.5,27.66666667,3.333333333,6,26.16666667,63.83333333,67.83333333,1
19,1.148760331,10.74380165,3.380165289,4.123966942,26.28099174,40.18181818,12.9338843,28.83471074,3.909090909,8.595041322,31.48760331,70.2892562,70.70247934,254,1.066666667,10.86666667,2.466666667,3.933333333,31.33333333,49,12.13333333,29.33333333,3.733333333,9.066666667,32.53333333,75.93333333,76,1
40,1.227642276,11.35772358,4.130081301,3.821138211,30.11382114,46.19512195,13.81300813,29.30081301,3.430894309,8.520325203,31.18699187,74.49593496,75.11382114,2,1.528301887,11.60377358,2.48427673,1.327044025,27.48427673,42.16352201,10.62893082,22.40880503,4.496855346,8.805031447,31.23899371,64.51572327,69.35220126,0
81,1.2,11.53333333,3.533333333,8.333333333,25.06666667,37.26666667,15.73333333,38.2,4.8,9.333333333,34.4,74.06666667,75.2,90,1.03125,10.25,1.25,2.96875,27.34375,46.25,12.84375,29.75,3.96875,8.59375,32.0625,71.6875,72.25,0
93,1.310344828,11.62068966,6.034482759,3.655172414,29.4137931,43.48275862,13.79310345,28.96551724,3.551724138,8.827586207,31.96551724,75.62068966,75.17241379,127,0.666666667,9.666666667,0.333333333,1.666666667,27,48.66666667,10.66666667,24.66666667,3.666666667,7.333333333,27,70,64.66666667,1
70,1,10.27868852,0.68852459,3.540983607,30.08196721,53.86885246,7.163934426,18.75409836,4.754098361,9.262295082,33.83606557,70.42622951,71.08196721,96,1.109375,10.96875,3.46875,2.890625,28.375,44.46875,14.265625,31.25,3.4375,7.8125,30.78125,74.859375,73.421875,0
8,1.459214502,12.05438066,6.870090634,3.063444109,30.47734139,42.58308157,13.33836858,28.96978852,3.652567976,8.18429003,31.20845921,73.12084592,75.08761329,46,1.119402985,10.93283582,3.567164179,4.62406015,27.75373134,42.70149254,13.06716418,30.55223881,3.71641791,8.231343284,31.84328358,74.1641791,72.68656716,1
104,0.882352941,10.11764706,3.882352941,5,26,38.94117647,14.47058824,31,3.235294118,7.823529412,28.94117647,71,69.41176471,42,1.185714286,11.25714286,3.285714286,7.014285714,28.84285714,43.48571429,13.08571429,31.92857143,3.871428571,8.3,32.11428571,74.58571429,74.04285714,0
72,0.813953488,9.534883721,1.714285714,3.139534884,26.48837209,45.90697674,9.093023256,19.97674419,3.418604651,7.11627907,29,66.74418605,64.58139535,115,0.625,8,1,3.625,24.625,40.5,10.625,24.375,2.5,4.625,22,59,57.25,1
38,1.224299065,10.71028037,2.490566038,2.299065421,27.1682243,43.20560748,11.64485981,25.13084112,3.663551402,7.700934579,29.63551402,67.75700935,68.44859813,20,1.413043478,11.58695652,1.492647059,2.623188406,28.39855072,46.15217391,11.08695652,23.2173913,4.492753623,9.673913043,34.11594203,72.48550725,73.60144928,1
16,0.818181818,10.36363636,1.818181818,2.454545455,24.18181818,39.63636364,15.72727273,34.63636364,3.545454545,8.181818182,30.90909091,74.09090909,70.81818182,69,1.625,13.75,2.625,7.75,28.375,43.25,18.5,36.75,5,11.375,39.375,83.375,86.25,0
104,1.057692308,10.44230769,3.769230769,5.153846154,26.11538462,39.67307692,14.19230769,34,3.538461538,7.461538462,30.05769231,72.21153846,70.36538462,127,1.111111111,12.44444444,6,1.888888889,30.77777778,43.55555556,18.11111111,38.33333333,3.555555556,8.555555556,35.11111111,86.11111111,84,0
53,1.152173913,10,0.704545455,2.934782609,25.91304348,41.7173913,10.58695652,24.86956522,3.652173913,7.804347826,29.39130435,67.13043478,65.89130435,18,1.692307692,12.92307692,4.884615385,4.038461538,28.71153846,40.07692308,14.55769231,31.15384615,4.596153846,9.307692308,33.46153846,72.11538462,76.73076923,0
56,1,10.73333333,2.666666667,2.533333333,29,49,13.33333333,29,3.8,7.333333333,29.53333333,70.4,71.86666667,47,1.242424242,11.24242424,4,3.454545455,26.84848485,40.09090909,14.57575758,30.60606061,3.606060606,7.575757576,29.6969697,71.24242424,71.12121212,0
90,1.026785714,10.27678571,1.207207207,2.464285714,27.21428571,45.05357143,11.11607143,24.26785714,3.732142857,8.098214286,30.55357143,69.55357143,68.88392857,34,1.345454545,11.5,1.618181818,2.645454545,28.57272727,47.41818182,11.46363636,23.88181818,4.509090909,9.290909091,33.76363636,73.22727273,73.8,0
189,1.1875,10.9375,2.75,3.75,27.6875,45.375,11.5625,26.5625,4.0625,9.625,33.3125,73.875,72.5625,85,1.027027027,10.27027027,3.27027027,3.756756757,26.83783784,41.05405405,12.21621622,27.27027027,3.243243243,8.297297297,29.35135135,69.10810811,68.40540541,0
1,1.888888889,12.33333333,9.666666667,3,26.11111111,34.66666667,13.44444444,25.88888889,4,7,28.44444444,62.22222222,68,24,1.538461538,11.84615385,2.461538462,3,29.15384615,47.23076923,13.76923077,28.38461538,4.538461538,9.615384615,33.69230769,73.69230769,76.61538462,1
151,1.310077519,10.98449612,2.039370079,2.279069767,28.47286822,44.69767442,11.95348837,24.51937984,3.565891473,7.930232558,30.01550388,69.39534884,70.44186047,36,1.375,12.4076087,5.086956522,3.940217391,33.1576087,47.16847826,13.58152174,28.64673913,3.423913043,8.163043478,32.36956522,78.42934783,79.10869565,1
33,1.209090909,10.97272727,2.018181818,4.045454545,29.00909091,47.2,11.97272727,27.09090909,4.109090909,8.772727273,32.95454545,73.03636364,73.93636364,20,1.130434783,10.77391304,3.32173913,4.217391304,26.39130435,40.4173913,13.14782609,29.36521739,3.913043478,8.626086957,31.8,71.23478261,71.33913043,0
130,0.5,8,0.625,1.75,23.375,46.5,6.5,16.625,3.875,8.25,32.625,69.5,62.5,28,1.342857143,11.56190476,4.752380952,3.066666667,28.05714286,40.93333333,13.83809524,26.92380952,3.438095238,7.533333333,29.79047619,69.78095238,71.68571429,0
47,1.170212766,10.87234043,3.453900709,3.765957447,27.06382979,41.5177305,12.78014184,26.64539007,3.539007092,7.687943262,29.17021277,67.78723404,69.0141844,41,1.196969697,10.84848485,0.969230769,3.257575758,28.72727273,48.78787879,9.833333333,21.5,4.287878788,9.333333333,33.60606061,72.78787879,72.16666667,1
23,1.325,13.075,1.894736842,4.5,34.325,54.725,13.9,30.65,4.95,10.575,38.025,83.15,86.25,28,1.361111111,11.38888889,4.611111111,1.972222222,26.97222222,39.69444444,13.55555556,27.16666667,3.611111111,7.805555556,31.16666667,71.97222222,71.69444444,0
